date,area,data_set,variable,measurement,value,population,square_km,people_per_square_km
2020-05-11,Greater Glasgow and Clyde,COVID-19 patients in ICU,Total,Count,28,1183120,1104.1419,1071.5289402566825
2020-05-11,Scotland,COVID-19 patients in hospital,Confirmed,Count,1145,5463300,77910.79429999998,70.12250419323476
2020-05-11,Scotland,COVID-19 patients in ICU,Total,Count,80,5463300,77910.79429999998,70.12250419323476
2020-05-11,Scotland,COVID-19 patients in hospital,Total,Count,1453,5463300,77910.79429999998,70.12250419323476
2020-05-11,Scotland,COVID-19 patients in hospital,Suspected,Count,308,5463300,77910.79429999998,70.12250419323476
2020-05-10,Scotland,Calls,Coronavirus helpline,Count,135,5463300,77910.79429999998,70.12250419323476
2020-05-10,Scotland,Calls,NHS24 111,Count,6532,5463300,77910.79429999998,70.12250419323476
2020-05-11,Scotland,COVID-19 patients in ICU,Suspected,Count,8,5463300,77910.79429999998,70.12250419323476
2020-05-11,Scotland,COVID-19 patients in ICU,Confirmed,Count,72,5463300,77910.79429999998,70.12250419323476
2020-05-10,Scotland,NHS workforce COVID-19 absences,Nursing and midwifery staff,Count,3066,5463300,77910.79429999998,70.12250419323476
2020-05-08,Scotland,General,Delayed discharges,Count,632,5463300,77910.79429999998,70.12250419323476
2020-05-10,Scotland,NHS workforce COVID-19 absences,Other staff,Count,2988,5463300,77910.79429999998,70.12250419323476
2020-05-10,Scotland,NHS workforce COVID-19 absences,Medical and dental staff,Count,173,5463300,77910.79429999998,70.12250419323476
2020-05-10,Scotland,Ambulance attendances,COVID-19 suspected,Count,242,5463300,77910.79429999998,70.12250419323476
2020-05-10,Scotland,Ambulance attendances,Total,Count,1459,5463300,77910.79429999998,70.12250419323476
2020-05-10,Scotland,Ambulance attendances,COVID-19 suspected patients taken to hospital,Count,157,5463300,77910.79429999998,70.12250419323476
2020-05-20,Scotland,Calls,NHS24 111,Count,2912,5463300,77910.79429999998,70.12250419323476
2020-05-21,Scotland,COVID-19 patients in ICU,Confirmed,Count,43,5463300,77910.79429999998,70.12250419323476
2020-05-20,Scotland,Calls,Coronavirus helpline,Count,219,5463300,77910.79429999998,70.12250419323476
2020-05-20,Tayside,COVID-19 patients in hospital,Suspected,Count,16,417470,7527.0736,55.46245754791079
2020-05-20,Scotland,Ambulance attendances,Total,Count,1686,5463300,77910.79429999998,70.12250419323476
2020-05-21,Scotland,COVID-19 patients in hospital,Total,Count,1318,5463300,77910.79429999998,70.12250419323476
2020-05-20,Scotland,Ambulance attendances,COVID-19 suspected patients taken to hospital,Count,186,5463300,77910.79429999998,70.12250419323476
2020-05-20,Scotland,Ambulance attendances,COVID-19 suspected,Count,264,5463300,77910.79429999998,70.12250419323476
2020-05-21,Scotland,COVID-19 patients in ICU,Total,Count,51,5463300,77910.79429999998,70.12250419323476
2020-05-21,Scotland,COVID-19 patients in ICU,Suspected,Count,8,5463300,77910.79429999998,70.12250419323476
2020-05-21,Scotland,COVID-19 patients in hospital,Suspected,Count,409,5463300,77910.79429999998,70.12250419323476
2020-05-21,Scotland,COVID-19 patients in hospital,Confirmed,Count,909,5463300,77910.79429999998,70.12250419323476
2020-05-20,Borders,COVID-19 patients in hospital,Suspected,Count,20,115510,4731.787,24.411496121866854
2020-05-20,Ayrshire and Arran,COVID-19 patients in hospital,Suspected,Count,69,369360,3369.5133,109.61820509804784
2020-05-20,Lothian,COVID-19 patients in hospital,Confirmed,Count,183,907580,1723.9554,526.4521344345683
2020-05-20,Tayside,COVID-19 patients in hospital,Confirmed,Count,21,417470,7527.0736,55.46245754791079
2020-05-20,Highland,COVID-19 patients in hospital,Suspected,Count,33,321700,32565.8759,9.8784384300868755
2020-05-20,Grampian,COVID-19 patients in hospital,Suspected,Count,33,585700,8735.8564,67.04551599543234
2020-05-20,Lothian,COVID-19 patients in hospital,Suspected,Count,124,907580,1723.9554,526.4521344345683
2020-05-20,Lanarkshire,COVID-19 patients in hospital,Suspected,Count,100,661900,2241.8023000000003,295.2535109808746
2020-05-20,Fife,COVID-19 patients in hospital,Suspected,Count,31,373550,1325.0352,281.9170388831934
2020-05-20,Dumfries and Galloway,COVID-19 patients in hospital,Suspected,Count,22,148860,6426.8724,23.162121594323235
2020-05-20,Forth Valley,COVID-19 patients in hospital,Suspected,Count,47,306640,2643.3061000000002,116.00623930766095
2020-04-21,Scotland,Adult Care Homes - Daily,Total number of staff in adult care homes which submitted a return,Count,37213,5463300,77910.79429999998,70.12250419323476
2020-05-19,Scotland,Adult Care Homes - Daily,Adult care homes which submitted a return,Count,879,5463300,77910.79429999998,70.12250419323476
2020-05-05,Scotland,Adult Care Homes - Daily,Total number of staff in adult care homes which submitted a return,Count,43403,5463300,77910.79429999998,70.12250419323476
2020-04-28,Scotland,Adult Care Homes - Daily,Total number of staff in adult care homes which submitted a return,Count,45068,5463300,77910.79429999998,70.12250419323476
2020-04-28,Scotland,Adult Care Homes - Daily,Adult care homes which submitted a return,Count,862,5463300,77910.79429999998,70.12250419323476
2020-04-21,Scotland,Adult Care Homes - Daily,Adult care homes which submitted a return,Count,708,5463300,77910.79429999998,70.12250419323476
2020-05-12,Scotland,Adult Care Homes - Daily,Adult care homes which submitted a return,Count,813,5463300,77910.79429999998,70.12250419323476
2020-05-05,Scotland,Adult Care Homes - Daily,Adult care homes which submitted a return,Count,822,5463300,77910.79429999998,70.12250419323476
2020-05-19,Scotland,Adult Care Homes - Daily,Total number of staff in adult care homes which submitted a return,Count,46272,5463300,77910.79429999998,70.12250419323476
2020-05-12,Scotland,Adult Care Homes - Daily,Total number of staff in adult care homes which submitted a return,Count,42626,5463300,77910.79429999998,70.12250419323476
2020-05-21,Scotland,General,Number of COVID-19 confirmed deaths registered to date,Count,2221,5463300,77910.79429999998,70.12250419323476
2020-05-20,Scotland,Adult Care Homes - Cumulative,Cumulative number that have reported a suspected COVID-19 case,Count,644,5463300,77910.79429999998,70.12250419323476
2020-05-20,Scotland,NHS workforce COVID-19 absences,All staff,Count,6318,5463300,77910.79429999998,70.12250419323476
2020-05-20,Scotland,Adult Care Homes - Daily,Number with current suspected COVID-19 cases,Count,480,5463300,77910.79429999998,70.12250419323476
2020-05-20,Scotland,Adult Care Homes - Cumulative,Cumulative number that have reported more than one suspected COVID-19 case,Count,474,5463300,77910.79429999998,70.12250419323476
2020-05-20,Scotland,NHS workforce COVID-19 absences,Nursing and midwifery staff,Count,2956,5463300,77910.79429999998,70.12250419323476
2020-05-20,Scotland,General,Delayed discharges,Count,659,5463300,77910.79429999998,70.12250419323476
2020-05-20,Scotland,NHS workforce COVID-19 absences,Other staff,Count,3177,5463300,77910.79429999998,70.12250419323476
2020-05-20,Scotland,NHS workforce COVID-19 absences,Medical and dental staff,Count,185,5463300,77910.79429999998,70.12250419323476
2020-05-05,Scotland,Adult Care Homes - Daily,Number of staff reported as absent,Count,3672,5463300,77910.79429999998,70.12250419323476
2020-04-28,Scotland,Adult Care Homes - Daily,Number of staff reported as absent,Count,4163,5463300,77910.79429999998,70.12250419323476
2020-05-19,Scotland,Adult Care Homes - Daily,Number of staff reported as absent,Count,3381,5463300,77910.79429999998,70.12250419323476
2020-05-12,Scotland,Adult Care Homes - Daily,Number of staff reported as absent,Count,3121,5463300,77910.79429999998,70.12250419323476
2020-05-20,Scotland,Adult Care Homes - Daily,Daily number of new suspected COVID-19 cases,Count,100,5463300,77910.79429999998,70.12250419323476
2020-05-20,Scotland,Adult Care Homes - Cumulative,Cumulative number of suspected COVID-19 cases,Count,5463,5463300,77910.79429999998,70.12250419323476
2020-04-21,Scotland,Adult Care Homes - Daily,Number of staff reported as absent,Count,3732,5463300,77910.79429999998,70.12250419323476
2020-05-20,Scotland,COVID-19 patients in hospital,Confirmed,Count,943,5463300,77910.79429999998,70.12250419323476
2020-05-20,Scotland,COVID-19 patients in ICU,Total,Count,53,5463300,77910.79429999998,70.12250419323476
2020-05-20,Scotland,COVID-19 patients in hospital,Total,Count,1443,5463300,77910.79429999998,70.12250419323476
2020-05-20,Scotland,COVID-19 patients in hospital,Suspected,Count,500,5463300,77910.79429999998,70.12250419323476
2020-05-19,Scotland,Calls,Coronavirus helpline,Count,248,5463300,77910.79429999998,70.12250419323476
2020-05-19,Scotland,Calls,NHS24 111,Count,3196,5463300,77910.79429999998,70.12250419323476
2020-05-20,Scotland,COVID-19 patients in ICU,Suspected,Count,9,5463300,77910.79429999998,70.12250419323476
2020-05-20,Scotland,COVID-19 patients in ICU,Confirmed,Count,44,5463300,77910.79429999998,70.12250419323476
2020-05-19,Scotland,NHS workforce COVID-19 absences,Medical and dental staff,Count,186,5463300,77910.79429999998,70.12250419323476
2020-05-19,Scotland,NHS workforce COVID-19 absences,Nursing and midwifery staff,Count,2936,5463300,77910.79429999998,70.12250419323476
2020-05-19,Scotland,NHS workforce COVID-19 absences,All staff,Count,6248,5463300,77910.79429999998,70.12250419323476
2020-05-19,Scotland,NHS workforce COVID-19 absences,Other staff,Count,3126,5463300,77910.79429999998,70.12250419323476
2020-05-19,Scotland,Ambulance attendances,COVID-19 suspected,Count,323,5463300,77910.79429999998,70.12250419323476
2020-05-19,Scotland,Ambulance attendances,Total,Count,1614,5463300,77910.79429999998,70.12250419323476
2020-05-19,Scotland,General,Delayed discharges,Count,653,5463300,77910.79429999998,70.12250419323476
2020-05-19,Scotland,Ambulance attendances,COVID-19 suspected patients taken to hospital,Count,201,5463300,77910.79429999998,70.12250419323476
2020-05-19,Forth Valley,COVID-19 patients in hospital,Suspected,Count,47,306640,2643.3061000000002,116.00623930766095
2020-05-19,Fife,COVID-19 patients in hospital,Suspected,Count,34,373550,1325.0352,281.9170388831934
2020-05-19,Highland,COVID-19 patients in hospital,Suspected,Count,57,321700,32565.8759,9.8784384300868755
2020-05-19,Grampian,COVID-19 patients in hospital,Suspected,Count,55,585700,8735.8564,67.04551599543234
2020-05-19,Ayrshire and Arran,COVID-19 patients in hospital,Suspected,Count,63,369360,3369.5133,109.61820509804784
2020-05-19,Dumfries and Galloway,COVID-19 patients in hospital,Suspected,Count,11,148860,6426.8724,23.162121594323235
2020-05-19,Borders,COVID-19 patients in hospital,Suspected,Count,14,115510,4731.787,24.411496121866854
2020-05-19,Tayside,COVID-19 patients in hospital,Suspected,Count,25,417470,7527.0736,55.46245754791079
2020-05-19,Lothian,COVID-19 patients in hospital,Suspected,Count,87,907580,1723.9554,526.4521344345683
2020-05-19,Lanarkshire,COVID-19 patients in hospital,Suspected,Count,77,661900,2241.8023000000003,295.2535109808746
2020-05-20,Borders,COVID-19 patients in hospital,Confirmed,Count,21,115510,4731.787,24.411496121866854
2020-05-20,Ayrshire and Arran,COVID-19 patients in hospital,Confirmed,Count,29,369360,3369.5133,109.61820509804784
2020-05-20,Lothian,COVID-19 patients in ICU,Total,Count,8,907580,1723.9554,526.4521344345683
2020-05-20,Greater Glasgow and Clyde,COVID-19 patients in hospital,Confirmed,Count,412,1183120,1104.1419,1071.5289402566825
2020-05-20,Grampian,COVID-19 patients in hospital,Confirmed,Count,80,585700,8735.8564,67.04551599543234
2020-05-20,Lanarkshire,COVID-19 patients in hospital,Confirmed,Count,91,661900,2241.8023000000003,295.2535109808746
2020-05-20,Highland,COVID-19 patients in hospital,Confirmed,Count,13,321700,32565.8759,9.8784384300868755
2020-05-20,Fife,COVID-19 patients in hospital,Confirmed,Count,72,373550,1325.0352,281.9170388831934
2020-05-20,Forth Valley,COVID-19 patients in hospital,Confirmed,Count,15,306640,2643.3061000000002,116.00623930766095
2020-05-20,Scotland,General,Number of COVID-19 confirmed deaths registered to date,Count,2184,5463300,77910.79429999998,70.12250419323476
2020-05-19,Scotland,Adult Care Homes - Daily,Daily number of new suspected COVID-19 cases,Count,57,5463300,77910.79429999998,70.12250419323476
2020-05-19,Scotland,Adult Care Homes - Cumulative,Cumulative number that have reported more than one suspected COVID-19 case,Count,470,5463300,77910.79429999998,70.12250419323476
2020-05-19,Scotland,Adult Care Homes - Cumulative,Cumulative number that have reported a suspected COVID-19 case,Count,638,5463300,77910.79429999998,70.12250419323476
2020-05-19,Scotland,Adult Care Homes - Cumulative,Cumulative number of suspected COVID-19 cases,Count,5363,5463300,77910.79429999998,70.12250419323476
2020-05-19,Scotland,Adult Care Homes - Daily,Number with current suspected COVID-19 cases,Count,484,5463300,77910.79429999998,70.12250419323476
2020-05-20,Greater Glasgow and Clyde,COVID-19 patients in ICU,Total,Count,18,1183120,1104.1419,1071.5289402566825
2020-05-20,Grampian,COVID-19 patients in ICU,Total,Count,6,585700,8735.8564,67.04551599543234
2020-05-20,Lanarkshire,COVID-19 patients in ICU,Total,Count,8,661900,2241.8023000000003,295.2535109808746
2020-05-22,Forth Valley,COVID-19 patients in hospital,Confirmed,Count,14,306640,2643.3061000000002,116.00623930766095
2020-05-22,Fife,COVID-19 patients in hospital,Confirmed,Count,69,373550,1325.0352,281.9170388831934
2020-05-22,Greater Glasgow and Clyde,COVID-19 patients in hospital,Confirmed,Count,389,1183120,1104.1419,1071.5289402566825
2020-05-22,Grampian,COVID-19 patients in hospital,Confirmed,Count,68,585700,8735.8564,67.04551599543234
2020-05-22,Ayrshire and Arran,COVID-19 patients in hospital,Confirmed,Count,26,369360,3369.5133,109.61820509804784
2020-05-22,Borders,COVID-19 patients in hospital,Confirmed,Count,12,115510,4731.787,24.411496121866854
2020-05-22,Tayside,COVID-19 patients in hospital,Confirmed,Count,15,417470,7527.0736,55.46245754791079
2020-05-22,Lanarkshire,COVID-19 patients in hospital,Confirmed,Count,90,661900,2241.8023000000003,295.2535109808746
2020-05-22,Highland,COVID-19 patients in hospital,Confirmed,Count,12,321700,32565.8759,9.8784384300868755
2020-05-22,Lothian,COVID-19 patients in hospital,Confirmed,Count,174,907580,1723.9554,526.4521344345683
2020-05-22,Greater Glasgow and Clyde,COVID-19 patients in ICU,Total,Count,14,1183120,1104.1419,1071.5289402566825
2020-05-22,Grampian,COVID-19 patients in ICU,Total,Count,6,585700,8735.8564,67.04551599543234
2020-05-22,Scotland,General,Number of COVID-19 confirmed deaths registered to date,Count,2245,5463300,77910.79429999998,70.12250419323476
2020-05-22,Lanarkshire,COVID-19 patients in ICU,Total,Count,8,661900,2241.8023000000003,295.2535109808746
2020-05-22,Lothian,COVID-19 patients in ICU,Total,Count,9,907580,1723.9554,526.4521344345683
2020-05-23,Scotland,COVID-19 patients in hospital,Suspected,Count,464,5463300,77910.79429999998,70.12250419323476
2020-05-23,Scotland,COVID-19 patients in hospital,Confirmed,Count,841,5463300,77910.79429999998,70.12250419323476
2020-05-22,Scotland,Ambulance attendances,Total,Count,1612,5463300,77910.79429999998,70.12250419323476
2020-05-23,Scotland,COVID-19 patients in hospital,Total,Count,1305,5463300,77910.79429999998,70.12250419323476
2020-05-23,Scotland,COVID-19 patients in ICU,Confirmed,Count,36,5463300,77910.79429999998,70.12250419323476
2020-05-22,Scotland,Calls,Coronavirus helpline,Count,232,5463300,77910.79429999998,70.12250419323476
2020-05-23,Scotland,COVID-19 patients in ICU,Total,Count,50,5463300,77910.79429999998,70.12250419323476
2020-05-23,Scotland,COVID-19 patients in ICU,Suspected,Count,14,5463300,77910.79429999998,70.12250419323476
2020-05-22,Scotland,NHS workforce COVID-19 absences,Other staff,Count,3216,5463300,77910.79429999998,70.12250419323476
2020-05-22,Scotland,NHS workforce COVID-19 absences,Medical and dental staff,Count,179,5463300,77910.79429999998,70.12250419323476
2020-05-22,Scotland,Adult Care Homes - Cumulative,Cumulative number that have reported a suspected COVID-19 case,Count,653,5463300,77910.79429999998,70.12250419323476
2020-05-22,Scotland,NHS workforce COVID-19 absences,All staff,Count,6411,5463300,77910.79429999998,70.12250419323476
2020-05-22,Scotland,Ambulance attendances,COVID-19 suspected patients taken to hospital,Count,178,5463300,77910.79429999998,70.12250419323476
2020-05-22,Scotland,Ambulance attendances,COVID-19 suspected,Count,271,5463300,77910.79429999998,70.12250419323476
2020-05-22,Scotland,NHS workforce COVID-19 absences,Nursing and midwifery staff,Count,3016,5463300,77910.79429999998,70.12250419323476
2020-05-22,Grampian,COVID-19 patients in hospital,Suspected,Count,16,585700,8735.8564,67.04551599543234
2020-05-22,Forth Valley,COVID-19 patients in hospital,Suspected,Count,40,306640,2643.3061000000002,116.00623930766095
2020-05-22,Lanarkshire,COVID-19 patients in hospital,Suspected,Count,83,661900,2241.8023000000003,295.2535109808746
2020-05-22,Highland,COVID-19 patients in hospital,Suspected,Count,38,321700,32565.8759,9.8784384300868755
2020-05-22,Borders,COVID-19 patients in hospital,Suspected,Count,17,115510,4731.787,24.411496121866854
2020-05-22,Ayrshire and Arran,COVID-19 patients in hospital,Suspected,Count,35,369360,3369.5133,109.61820509804784
2020-05-22,Fife,COVID-19 patients in hospital,Suspected,Count,32,373550,1325.0352,281.9170388831934
2020-05-22,Dumfries and Galloway,COVID-19 patients in hospital,Suspected,Count,12,148860,6426.8724,23.162121594323235
2020-05-22,Tayside,COVID-19 patients in hospital,Suspected,Count,20,417470,7527.0736,55.46245754791079
2020-05-22,Scotland,Calls,NHS24 111,Count,3055,5463300,77910.79429999998,70.12250419323476
2020-05-22,Lothian,COVID-19 patients in hospital,Suspected,Count,88,907580,1723.9554,526.4521344345683
2020-05-21,Lothian,COVID-19 patients in hospital,Confirmed,Count,180,907580,1723.9554,526.4521344345683
2020-05-21,Lanarkshire,COVID-19 patients in hospital,Confirmed,Count,95,661900,2241.8023000000003,295.2535109808746
2020-05-21,Grampian,COVID-19 patients in hospital,Confirmed,Count,72,585700,8735.8564,67.04551599543234
2020-05-21,Forth Valley,COVID-19 patients in hospital,Confirmed,Count,14,306640,2643.3061000000002,116.00623930766095
2020-05-21,Highland,COVID-19 patients in hospital,Confirmed,Count,12,321700,32565.8759,9.8784384300868755
2020-05-21,Greater Glasgow and Clyde,COVID-19 patients in hospital,Confirmed,Count,400,1183120,1104.1419,1071.5289402566825
2020-05-21,Dumfries and Galloway,COVID-19 patients in hospital,Suspected,Count,12,148860,6426.8724,23.162121594323235
2020-05-21,Borders,COVID-19 patients in hospital,Suspected,Count,21,115510,4731.787,24.411496121866854
2020-05-21,Forth Valley,COVID-19 patients in hospital,Suspected,Count,41,306640,2643.3061000000002,116.00623930766095
2020-05-21,Fife,COVID-19 patients in hospital,Suspected,Count,21,373550,1325.0352,281.9170388831934
2020-05-21,Tayside,COVID-19 patients in hospital,Confirmed,Count,20,417470,7527.0736,55.46245754791079
2020-05-21,Ayrshire and Arran,COVID-19 patients in hospital,Suspected,Count,41,369360,3369.5133,109.61820509804784
2020-05-21,Lothian,COVID-19 patients in ICU,Total,Count,12,907580,1723.9554,526.4521344345683
2020-05-21,Grampian,COVID-19 patients in ICU,Total,Count,6,585700,8735.8564,67.04551599543234
2020-05-21,Greater Glasgow and Clyde,COVID-19 patients in ICU,Total,Count,16,1183120,1104.1419,1071.5289402566825
2020-05-21,Borders,COVID-19 patients in hospital,Confirmed,Count,12,115510,4731.787,24.411496121866854
2020-05-21,Ayrshire and Arran,COVID-19 patients in hospital,Confirmed,Count,29,369360,3369.5133,109.61820509804784
2020-05-21,Fife,COVID-19 patients in hospital,Confirmed,Count,70,373550,1325.0352,281.9170388831934
2020-05-21,Scotland,General,Delayed discharges,Count,680,5463300,77910.79429999998,70.12250419323476
2020-05-21,Scotland,Ambulance attendances,COVID-19 suspected patients taken to hospital,Count,183,5463300,77910.79429999998,70.12250419323476
2020-05-21,Scotland,NHS workforce COVID-19 absences,Medical and dental staff,Count,177,5463300,77910.79429999998,70.12250419323476
2020-05-21,Scotland,NHS workforce COVID-19 absences,Nursing and midwifery staff,Count,2998,5463300,77910.79429999998,70.12250419323476
2020-05-22,Scotland,COVID-19 patients in hospital,Total,Count,1257,5463300,77910.79429999998,70.12250419323476
2020-05-22,Scotland,COVID-19 patients in hospital,Suspected,Count,383,5463300,77910.79429999998,70.12250419323476
2020-05-21,Scotland,Ambulance attendances,COVID-19 suspected,Count,267,5463300,77910.79429999998,70.12250419323476
2020-05-21,Scotland,Ambulance attendances,Total,Count,1624,5463300,77910.79429999998,70.12250419323476
2020-05-21,Scotland,Adult Care Homes - Daily,Number with current suspected COVID-19 cases,Count,485,5463300,77910.79429999998,70.12250419323476
2020-05-21,Scotland,Adult Care Homes - Cumulative,Cumulative number that have reported more than one suspected COVID-19 case,Count,476,5463300,77910.79429999998,70.12250419323476
2020-05-21,Scotland,Adult Care Homes - Daily,Daily number of new suspected COVID-19 cases,Count,69,5463300,77910.79429999998,70.12250419323476
2020-05-21,Scotland,Adult Care Homes - Cumulative,Cumulative number of suspected COVID-19 cases,Count,5532,5463300,77910.79429999998,70.12250419323476
2020-05-21,Scotland,NHS workforce COVID-19 absences,All staff,Count,6399,5463300,77910.79429999998,70.12250419323476
2020-05-21,Scotland,NHS workforce COVID-19 absences,Other staff,Count,3224,5463300,77910.79429999998,70.12250419323476
2020-05-21,Scotland,Adult Care Homes - Cumulative,Cumulative number that have reported a suspected COVID-19 case,Count,651,5463300,77910.79429999998,70.12250419323476
2020-05-21,Tayside,COVID-19 patients in hospital,Suspected,Count,16,417470,7527.0736,55.46245754791079
2020-05-21,Highland,COVID-19 patients in hospital,Suspected,Count,29,321700,32565.8759,9.8784384300868755
2020-05-21,Grampian,COVID-19 patients in hospital,Suspected,Count,32,585700,8735.8564,67.04551599543234
2020-05-21,Lothian,COVID-19 patients in hospital,Suspected,Count,142,907580,1723.9554,526.4521344345683
2020-05-21,Lanarkshire,COVID-19 patients in hospital,Suspected,Count,53,661900,2241.8023000000003,295.2535109808746
2020-05-22,Scotland,COVID-19 patients in ICU,Suspected,Count,12,5463300,77910.79429999998,70.12250419323476
2020-05-22,Scotland,COVID-19 patients in ICU,Confirmed,Count,38,5463300,77910.79429999998,70.12250419323476
2020-05-22,Scotland,COVID-19 patients in hospital,Confirmed,Count,874,5463300,77910.79429999998,70.12250419323476
2020-05-22,Scotland,COVID-19 patients in ICU,Total,Count,50,5463300,77910.79429999998,70.12250419323476
2020-05-21,Scotland,Calls,NHS24 111,Count,2925,5463300,77910.79429999998,70.12250419323476
2020-05-21,Scotland,Calls,Coronavirus helpline,Count,274,5463300,77910.79429999998,70.12250419323476
2020-05-17,Greater Glasgow and Clyde,COVID-19 patients in hospital,Confirmed,Count,432,1183120,1104.1419,1071.5289402566825
2020-05-16,Greater Glasgow and Clyde,COVID-19 patients in hospital,Confirmed,Count,433,1183120,1104.1419,1071.5289402566825
2020-05-17,Highland,COVID-19 patients in hospital,Confirmed,Count,6,321700,32565.8759,9.8784384300868755
2020-05-16,Highland,COVID-19 patients in hospital,Confirmed,Count,7,321700,32565.8759,9.8784384300868755
2020-05-17,Forth Valley,COVID-19 patients in hospital,Confirmed,Count,19,306640,2643.3061000000002,116.00623930766095
2020-05-16,Forth Valley,COVID-19 patients in hospital,Confirmed,Count,19,306640,2643.3061000000002,116.00623930766095
2020-05-17,Grampian,COVID-19 patients in hospital,Confirmed,Count,89,585700,8735.8564,67.04551599543234
2020-05-16,Grampian,COVID-19 patients in hospital,Confirmed,Count,92,585700,8735.8564,67.04551599543234
2020-05-17,Lanarkshire,COVID-19 patients in hospital,Confirmed,Count,107,661900,2241.8023000000003,295.2535109808746
2020-05-16,Lanarkshire,COVID-19 patients in hospital,Confirmed,Count,107,661900,2241.8023000000003,295.2535109808746
2020-05-17,Lothian,COVID-19 patients in hospital,Confirmed,Count,192,907580,1723.9554,526.4521344345683
2020-05-16,Lothian,COVID-19 patients in hospital,Confirmed,Count,193,907580,1723.9554,526.4521344345683
2020-05-16,Ayrshire and Arran,COVID-19 patients in hospital,Confirmed,Count,33,369360,3369.5133,109.61820509804784
2020-05-17,Fife,COVID-19 patients in hospital,Confirmed,Count,76,373550,1325.0352,281.9170388831934
2020-05-16,Fife,COVID-19 patients in hospital,Confirmed,Count,74,373550,1325.0352,281.9170388831934
2020-05-16,Borders,COVID-19 patients in hospital,Confirmed,Count,25,115510,4731.787,24.411496121866854
2020-05-17,Ayrshire and Arran,COVID-19 patients in hospital,Confirmed,Count,32,369360,3369.5133,109.61820509804784
2020-05-17,Borders,COVID-19 patients in hospital,Confirmed,Count,26,115510,4731.787,24.411496121866854
2020-05-16,Lanarkshire,COVID-19 patients in hospital,Suspected,Count,74,661900,2241.8023000000003,295.2535109808746
2020-05-17,Highland,COVID-19 patients in hospital,Suspected,Count,30,321700,32565.8759,9.8784384300868755
2020-05-16,Lothian,COVID-19 patients in hospital,Suspected,Count,130,907580,1723.9554,526.4521344345683
2020-05-17,Lanarkshire,COVID-19 patients in hospital,Suspected,Count,28,661900,2241.8023000000003,295.2535109808746
2020-05-16,Grampian,COVID-19 patients in hospital,Suspected,Count,31,585700,8735.8564,67.04551599543234
2020-05-17,Forth Valley,COVID-19 patients in hospital,Suspected,Count,43,306640,2643.3061000000002,116.00623930766095
2020-05-16,Highland,COVID-19 patients in hospital,Suspected,Count,25,321700,32565.8759,9.8784384300868755
2020-05-17,Grampian,COVID-19 patients in hospital,Suspected,Count,28,585700,8735.8564,67.04551599543234
2020-05-17,Tayside,COVID-19 patients in hospital,Suspected,Count,20,417470,7527.0736,55.46245754791079
2020-05-16,Tayside,COVID-19 patients in hospital,Suspected,Count,9,417470,7527.0736,55.46245754791079
2020-05-17,Lothian,COVID-19 patients in hospital,Suspected,Count,52,907580,1723.9554,526.4521344345683
2020-05-17,Ayrshire and Arran,COVID-19 patients in hospital,Suspected,Count,48,369360,3369.5133,109.61820509804784
2020-05-16,Ayrshire and Arran,COVID-19 patients in hospital,Suspected,Count,38,369360,3369.5133,109.61820509804784
2020-05-17,Tayside,COVID-19 patients in hospital,Confirmed,Count,23,417470,7527.0736,55.46245754791079
2020-05-16,Tayside,COVID-19 patients in hospital,Confirmed,Count,22,417470,7527.0736,55.46245754791079
2020-05-16,Fife,COVID-19 patients in hospital,Suspected,Count,24,373550,1325.0352,281.9170388831934
2020-05-17,Dumfries and Galloway,COVID-19 patients in hospital,Suspected,Count,15,148860,6426.8724,23.162121594323235
2020-05-16,Forth Valley,COVID-19 patients in hospital,Suspected,Count,36,306640,2643.3061000000002,116.00623930766095
2020-05-17,Fife,COVID-19 patients in hospital,Suspected,Count,21,373550,1325.0352,281.9170388831934
2020-05-17,Borders,COVID-19 patients in hospital,Suspected,Count,14,115510,4731.787,24.411496121866854
2020-05-16,Borders,COVID-19 patients in hospital,Suspected,Count,15,115510,4731.787,24.411496121866854
2020-05-16,Dumfries and Galloway,COVID-19 patients in hospital,Suspected,Count,21,148860,6426.8724,23.162121594323235
2020-05-15,Scotland,NHS workforce COVID-19 absences,Medical and dental staff,Count,185,5463300,77910.79429999998,70.12250419323476
2020-05-16,Scotland,NHS workforce COVID-19 absences,Nursing and midwifery staff,Count,2988,5463300,77910.79429999998,70.12250419323476
2020-05-15,Scotland,NHS workforce COVID-19 absences,Other staff,Count,3283,5463300,77910.79429999998,70.12250419323476
2020-05-16,Scotland,NHS workforce COVID-19 absences,Medical and dental staff,Count,174,5463300,77910.79429999998,70.12250419323476
2020-05-15,Scotland,Ambulance attendances,COVID-19 suspected patients taken to hospital,Count,193,5463300,77910.79429999998,70.12250419323476
2020-05-16,Scotland,Ambulance attendances,COVID-19 suspected,Count,287,5463300,77910.79429999998,70.12250419323476
2020-05-15,Scotland,NHS workforce COVID-19 absences,Nursing and midwifery staff,Count,3152,5463300,77910.79429999998,70.12250419323476
2020-05-16,Scotland,Ambulance attendances,COVID-19 suspected patients taken to hospital,Count,190,5463300,77910.79429999998,70.12250419323476
2020-05-15,Scotland,Adult Care Homes - Cumulative,Cumulative number that have reported more than one suspected COVID-19 case,Count,463,5463300,77910.79429999998,70.12250419323476
2020-05-16,Scotland,Adult Care Homes - Cumulative,Cumulative number that have reported a suspected COVID-19 case,Count,632,5463300,77910.79429999998,70.12250419323476
